Id,Bound
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,1
3004,1
3005,1
3006,0
3007,1
3008,1
3009,0
3010,1
3011,1
3012,1
3013,0
3014,0
3015,1
3016,0
3017,0
3018,1
3019,0
3020,0
3021,0
3022,0
3023,0
3024,1
3025,1
3026,0
3027,0
3028,1
3029,0
3030,0
3031,1
3032,1
3033,1
3034,1
3035,0
3036,1
3037,1
3038,1
3039,0
3040,1
3041,1
3042,0
3043,0
3044,1
3045,0
3046,1
3047,0
3048,1
3049,0
3050,1
3051,0
3052,1
3053,0
3054,1
3055,1
3056,1
3057,0
3058,1
3059,1
3060,1
3061,1
3062,0
3063,0
3064,0
3065,0
3066,0
3067,0
3068,1
3069,1
3070,0
3071,0
3072,0
3073,1
3074,0
3075,0
3076,0
3077,1
3078,1
3079,0
3080,0
3081,1
3082,0
3083,0
3084,1
3085,1
3086,1
3087,1
3088,1
3089,0
3090,1
3091,1
3092,1
3093,1
3094,1
3095,0
3096,1
3097,1
3098,1
3099,0
3100,0
3101,1
3102,0
3103,1
3104,1
3105,1
3106,1
3107,1
3108,1
3109,0
3110,0
3111,1
3112,1
3113,0
3114,1
3115,1
3116,0
3117,1
3118,0
3119,1
3120,0
3121,0
3122,0
3123,1
3124,0
3125,0
3126,1
3127,1
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,1
3135,1
3136,0
3137,0
3138,1
3139,0
3140,1
3141,0
3142,1
3143,0
3144,1
3145,0
3146,1
3147,1
3148,0
3149,1
3150,1
3151,1
3152,1
3153,1
3154,1
3155,1
3156,1
3157,0
3158,0
3159,1
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,1
3167,0
3168,1
3169,1
3170,1
3171,0
3172,1
3173,1
3174,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,0
3181,1
3182,1
3183,1
3184,0
3185,0
3186,0
3187,0
3188,1
3189,1
3190,1
3191,1
3192,0
3193,0
3194,0
3195,0
3196,1
3197,1
3198,1
3199,1
3200,1
3201,0
3202,1
3203,1
3204,1
3205,0
3206,1
3207,1
3208,0
3209,0
3210,0
3211,0
3212,0
3213,1
3214,0
3215,1
3216,1
3217,1
3218,0
3219,1
3220,1
3221,0
3222,1
3223,1
3224,1
3225,1
3226,0
3227,1
3228,0
3229,0
3230,1
3231,1
3232,0
3233,0
3234,1
3235,0
3236,0
3237,1
3238,0
3239,0
3240,0
3241,0
3242,1
3243,1
3244,1
3245,0
3246,0
3247,1
3248,1
3249,0
3250,0
3251,0
3252,0
3253,1
3254,0
3255,1
3256,1
3257,0
3258,1
3259,1
3260,1
3261,0
3262,1
3263,0
3264,0
3265,1
3266,1
3267,0
3268,1
3269,0
3270,1
3271,1
3272,0
3273,0
3274,1
3275,0
3276,0
3277,1
3278,0
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,0
3286,1
3287,0
3288,0
3289,1
3290,1
3291,0
3292,1
3293,1
3294,1
3295,1
3296,1
3297,0
3298,1
3299,1
3300,0
3301,0
3302,1
3303,1
3304,1
3305,1
3306,1
3307,0
3308,1
3309,1
3310,1
3311,0
3312,0
3313,1
3314,0
3315,1
3316,0
3317,0
3318,1
3319,0
3320,0
3321,1
3322,0
3323,0
3324,0
3325,1
3326,1
3327,0
3328,1
3329,1
3330,0
3331,1
3332,0
3333,1
3334,0
3335,1
3336,1
3337,0
3338,0
3339,1
3340,0
3341,1
3342,1
3343,1
3344,1
3345,0
3346,0
3347,0
3348,0
3349,1
3350,0
3351,1
3352,0
3353,1
3354,0
3355,0
3356,0
3357,0
3358,1
3359,0
3360,1
3361,1
3362,1
3363,0
3364,0
3365,0
3366,0
3367,0
3368,1
3369,0
3370,1
3371,0
3372,0
3373,0
3374,1
3375,1
3376,1
3377,1
3378,1
3379,0
3380,1
3381,1
3382,0
3383,1
3384,0
3385,1
3386,0
3387,1
3388,0
3389,0
3390,1
3391,1
3392,0
3393,1
3394,1
3395,0
3396,0
3397,0
3398,0
3399,1
3400,0
3401,1
3402,1
3403,1
3404,1
3405,0
3406,0
3407,1
3408,1
3409,0
3410,0
3411,1
3412,0
3413,1
3414,0
3415,0
3416,1
3417,0
3418,0
3419,0
3420,0
3421,1
3422,0
3423,0
3424,1
3425,0
3426,0
3427,1
3428,0
3429,0
3430,1
3431,0
3432,1
3433,1
3434,1
3435,1
3436,0
3437,1
3438,0
3439,1
3440,0
3441,0
3442,0
3443,1
3444,0
3445,1
3446,1
3447,1
3448,1
3449,1
3450,0
3451,1
3452,1
3453,1
3454,0
3455,0
3456,1
3457,0
3458,1
3459,1
3460,1
3461,1
3462,1
3463,1
3464,1
3465,0
3466,1
3467,1
3468,0
3469,1
3470,0
3471,0
3472,0
3473,1
3474,1
3475,1
3476,1
3477,0
3478,0
3479,1
3480,1
3481,0
3482,1
3483,0
3484,1
3485,0
3486,1
3487,1
3488,0
3489,0
3490,1
3491,1
3492,1
3493,1
3494,0
3495,0
3496,0
3497,0
3498,1
3499,0
3500,1
3501,1
3502,0
3503,1
3504,1
3505,0
3506,1
3507,0
3508,1
3509,1
3510,0
3511,0
3512,0
3513,1
3514,1
3515,1
3516,0
3517,1
3518,1
3519,1
3520,0
3521,0
3522,1
3523,0
3524,0
3525,0
3526,0
3527,1
3528,1
3529,1
3530,0
3531,0
3532,1
3533,0
3534,1
3535,1
3536,1
3537,1
3538,1
3539,0
3540,0
3541,0
3542,1
3543,1
3544,0
3545,1
3546,1
3547,0
3548,0
3549,0
3550,1
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,1
3559,1
3560,1
3561,1
3562,1
3563,0
3564,0
3565,0
3566,1
3567,1
3568,0
3569,0
3570,0
3571,0
3572,1
3573,0
3574,0
3575,0
3576,0
3577,1
3578,0
3579,1
3580,1
3581,0
3582,0
3583,0
3584,0
3585,1
3586,1
3587,0
3588,0
3589,1
3590,0
3591,1
3592,0
3593,1
3594,0
3595,1
3596,0
3597,1
3598,0
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,0
3606,0
3607,0
3608,0
3609,1
3610,0
3611,1
3612,0
3613,0
3614,1
3615,0
3616,1
3617,0
3618,1
3619,0
3620,1
3621,0
3622,0
3623,1
3624,1
3625,0
3626,1
3627,0
3628,0
3629,0
3630,0
3631,1
3632,0
3633,1
3634,0
3635,0
3636,1
3637,1
3638,1
3639,0
3640,1
3641,1
3642,0
3643,0
3644,1
3645,0
3646,0
3647,1
3648,1
3649,1
3650,0
3651,1
3652,1
3653,0
3654,1
3655,1
3656,0
3657,1
3658,1
3659,0
3660,1
3661,1
3662,1
3663,0
3664,0
3665,1
3666,0
3667,1
3668,1
3669,1
3670,1
3671,1
3672,0
3673,1
3674,0
3675,0
3676,0
3677,1
3678,0
3679,1
3680,1
3681,1
3682,0
3683,1
3684,0
3685,1
3686,0
3687,1
3688,1
3689,0
3690,0
3691,1
3692,0
3693,0
3694,0
3695,0
3696,1
3697,0
3698,0
3699,1
3700,1
3701,0
3702,0
3703,1
3704,1
3705,1
3706,0
3707,1
3708,0
3709,0
3710,1
3711,1
3712,1
3713,1
3714,0
3715,0
3716,1
3717,0
3718,0
3719,1
3720,0
3721,0
3722,0
3723,1
3724,1
3725,0
3726,1
3727,0
3728,0
3729,0
3730,0
3731,0
3732,0
3733,1
3734,0
3735,0
3736,0
3737,0
3738,1
3739,0
3740,1
3741,0
3742,0
3743,1
3744,0
3745,0
3746,0
3747,1
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,1
3760,0
3761,1
3762,0
3763,1
3764,1
3765,1
3766,1
3767,0
3768,0
3769,1
3770,1
3771,0
3772,0
3773,1
3774,0
3775,0
3776,0
3777,0
3778,1
3779,1
3780,0
3781,0
3782,0
3783,1
3784,0
3785,0
3786,1
3787,1
3788,1
3789,0
3790,0
3791,1
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,1
3799,0
3800,1
3801,0
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,0
3809,0
3810,0
3811,1
3812,1
3813,0
3814,1
3815,1
3816,0
3817,1
3818,1
3819,0
3820,1
3821,0
3822,1
3823,1
3824,1
3825,0
3826,0
3827,0
3828,0
3829,0
3830,1
3831,1
3832,0
3833,1
3834,0
3835,0
3836,0
3837,0
3838,1
3839,1
3840,0
3841,0
3842,0
3843,1
3844,1
3845,0
3846,1
3847,1
3848,0
3849,1
3850,1
3851,0
3852,0
3853,1
3854,0
3855,1
3856,0
3857,1
3858,0
3859,0
3860,0
3861,1
3862,0
3863,0
3864,1
3865,0
3866,0
3867,1
3868,1
3869,1
3870,0
3871,0
3872,0
3873,0
3874,1
3875,0
3876,1
3877,1
3878,1
3879,1
3880,1
3881,0
3882,1
3883,0
3884,1
3885,0
3886,1
3887,1
3888,0
3889,0
3890,0
3891,1
3892,0
3893,1
3894,1
3895,1
3896,0
3897,1
3898,1
3899,0
3900,0
3901,1
3902,0
3903,1
3904,0
3905,1
3906,1
3907,1
3908,0
3909,1
3910,1
3911,1
3912,0
3913,1
3914,1
3915,0
3916,1
3917,0
3918,1
3919,1
3920,0
3921,1
3922,1
3923,0
3924,1
3925,0
3926,0
3927,1
3928,0
3929,0
3930,1
3931,1
3932,1
3933,0
3934,0
3935,0
3936,1
3937,1
3938,1
3939,1
3940,1
3941,1
3942,1
3943,1
3944,0
3945,0
3946,1
3947,1
3948,0
3949,1
3950,1
3951,0
3952,0
3953,0
3954,0
3955,1
3956,0
3957,1
3958,0
3959,1
3960,0
3961,0
3962,1
3963,0
3964,0
3965,1
3966,1
3967,0
3968,0
3969,0
3970,0
3971,1
3972,1
3973,1
3974,0
3975,0
3976,0
3977,1
3978,1
3979,0
3980,0
3981,1
3982,0
3983,0
3984,1
3985,1
3986,1
3987,1
3988,0
3989,1
3990,0
3991,0
3992,1
3993,0
3994,1
3995,0
3996,1
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,1
4004,0
4005,0
4006,0
4007,1
4008,1
4009,0
4010,0
4011,0
4012,0
4013,1
4014,1
4015,1
4016,1
4017,0
4018,0
4019,0
4020,0
4021,1
4022,0
4023,0
4024,1
4025,0
4026,0
4027,1
4028,1
4029,1
4030,0
4031,1
4032,1
4033,1
4034,1
4035,0
4036,0
4037,0
4038,1
4039,1
4040,1
4041,1
4042,1
4043,0
4044,1
4045,1
4046,1
4047,1
4048,0
4049,1
4050,1
4051,0
4052,0
4053,0
4054,1
4055,1
4056,1
4057,0
4058,0
4059,1
4060,0
4061,0
4062,1
4063,0
4064,1
4065,1
4066,1
4067,1
4068,0
4069,1
4070,1
4071,0
4072,1
4073,1
4074,1
4075,0
4076,1
4077,1
4078,0
4079,0
4080,0
4081,1
4082,1
4083,1
4084,1
4085,1
4086,1
4087,1
4088,1
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,1
4097,1
4098,1
4099,1
4100,1
4101,0
4102,0
4103,1
4104,1
4105,0
4106,1
4107,1
4108,1
4109,1
4110,0
4111,1
4112,1
4113,1
4114,0
4115,1
4116,0
4117,1
4118,0
4119,1
4120,0
4121,1
4122,1
4123,1
4124,0
4125,1
4126,0
4127,0
4128,1
4129,0
4130,1
4131,1
4132,0
4133,1
4134,1
4135,1
4136,1
4137,0
4138,1
4139,1
4140,0
4141,1
4142,0
4143,0
4144,1
4145,0
4146,1
4147,1
4148,0
4149,0
4150,0
4151,1
4152,1
4153,1
4154,0
4155,1
4156,0
4157,0
4158,0
4159,1
4160,1
4161,0
4162,0
4163,1
4164,0
4165,0
4166,1
4167,1
4168,1
4169,0
4170,1
4171,1
4172,1
4173,0
4174,1
4175,1
4176,0
4177,0
4178,1
4179,0
4180,0
4181,1
4182,1
4183,1
4184,0
4185,1
4186,0
4187,1
4188,1
4189,0
4190,1
4191,0
4192,0
4193,1
4194,1
4195,0
4196,0
4197,1
4198,1
4199,1
4200,0
4201,1
4202,0
4203,1
4204,1
4205,0
4206,0
4207,1
4208,0
4209,1
4210,0
4211,1
4212,0
4213,1
4214,0
4215,1
4216,1
4217,0
4218,1
4219,1
4220,0
4221,0
4222,1
4223,0
4224,0
4225,0
4226,1
4227,0
4228,1
4229,0
4230,1
4231,0
4232,1
4233,1
4234,1
4235,1
4236,0
4237,0
4238,0
4239,0
4240,1
4241,1
4242,1
4243,1
4244,1
4245,1
4246,0
4247,1
4248,0
4249,0
4250,0
4251,0
4252,1
4253,1
4254,1
4255,1
4256,1
4257,0
4258,0
4259,1
4260,0
4261,0
4262,1
4263,0
4264,1
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,1
4275,1
4276,0
4277,1
4278,1
4279,1
4280,1
4281,0
4282,1
4283,0
4284,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,1
4291,0
4292,0
4293,1
4294,1
4295,0
4296,0
4297,0
4298,0
4299,0
4300,1
4301,1
4302,0
4303,1
4304,0
4305,1
4306,0
4307,1
4308,0
4309,1
4310,1
4311,0
4312,0
4313,0
4314,1
4315,0
4316,1
4317,1
4318,0
4319,1
4320,1
4321,1
4322,1
4323,0
4324,1
4325,1
4326,1
4327,1
4328,1
4329,0
4330,0
4331,1
4332,0
4333,1
4334,0
4335,1
4336,1
4337,0
4338,1
4339,1
4340,0
4341,0
4342,0
4343,1
4344,1
4345,1
4346,0
4347,1
4348,1
4349,0
4350,1
4351,1
4352,1
4353,0
4354,1
4355,0
4356,0
4357,0
4358,1
4359,1
4360,0
4361,0
4362,0
4363,0
4364,1
4365,1
4366,0
4367,1
4368,0
4369,0
4370,0
4371,1
4372,1
4373,0
4374,1
4375,1
4376,1
4377,0
4378,1
4379,0
4380,1
4381,0
4382,1
4383,1
4384,0
4385,0
4386,1
4387,0
4388,1
4389,0
4390,0
4391,1
4392,1
4393,0
4394,1
4395,0
4396,1
4397,1
4398,1
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,0
4406,0
4407,0
4408,1
4409,1
4410,1
4411,1
4412,1
4413,1
4414,0
4415,1
4416,1
4417,1
4418,0
4419,0
4420,1
4421,1
4422,0
4423,0
4424,1
4425,0
4426,1
4427,0
4428,1
4429,1
4430,1
4431,1
4432,1
4433,0
4434,0
4435,1
4436,0
4437,1
4438,1
4439,1
4440,1
4441,1
4442,1
4443,1
4444,0
4445,0
4446,0
4447,1
4448,1
4449,0
4450,1
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,1
4458,0
4459,0
4460,1
4461,1
4462,1
4463,0
4464,0
4465,1
4466,1
4467,0
4468,0
4469,1
4470,0
4471,1
4472,1
4473,0
4474,1
4475,0
4476,1
4477,1
4478,1
4479,1
4480,1
4481,1
4482,1
4483,0
4484,1
4485,1
4486,1
4487,0
4488,1
4489,0
4490,0
4491,0
4492,0
4493,0
4494,0
4495,1
4496,0
4497,0
4498,0
4499,1
4500,1
4501,0
4502,1
4503,0
4504,1
4505,1
4506,0
4507,1
4508,0
4509,1
4510,1
4511,0
4512,1
4513,1
4514,1
4515,0
4516,1
4517,1
4518,1
4519,1
4520,0
4521,1
4522,1
4523,1
4524,0
4525,0
4526,1
4527,0
4528,0
4529,1
4530,0
4531,1
4532,1
4533,0
4534,0
4535,0
4536,1
4537,0
4538,1
4539,0
4540,1
4541,1
4542,1
4543,1
4544,1
4545,0
4546,0
4547,0
4548,1
4549,1
4550,1
4551,1
4552,0
4553,0
4554,0
4555,1
4556,0
4557,1
4558,0
4559,0
4560,1
4561,0
4562,0
4563,1
4564,1
4565,1
4566,1
4567,0
4568,0
4569,1
4570,1
4571,0
4572,0
4573,1
4574,0
4575,1
4576,0
4577,0
4578,0
4579,1
4580,1
4581,0
4582,0
4583,0
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,0
4591,0
4592,0
4593,0
4594,1
4595,0
4596,1
4597,0
4598,1
4599,1
4600,1
4601,0
4602,0
4603,0
4604,1
4605,0
4606,0
4607,0
4608,1
4609,1
4610,0
4611,1
4612,0
4613,1
4614,1
4615,0
4616,0
4617,0
4618,1
4619,0
4620,0
4621,0
4622,1
4623,0
4624,0
4625,0
4626,1
4627,0
4628,0
4629,0
4630,1
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,1
4640,1
4641,1
4642,0
4643,0
4644,0
4645,1
4646,1
4647,0
4648,1
4649,1
4650,0
4651,0
4652,1
4653,0
4654,0
4655,1
4656,1
4657,0
4658,1
4659,1
4660,0
4661,1
4662,0
4663,0
4664,1
4665,0
4666,0
4667,1
4668,0
4669,0
4670,1
4671,0
4672,0
4673,0
4674,1
4675,0
4676,1
4677,1
4678,1
4679,0
4680,0
4681,1
4682,1
4683,1
4684,1
4685,0
4686,1
4687,1
4688,1
4689,0
4690,0
4691,1
4692,1
4693,0
4694,0
4695,0
4696,0
4697,0
4698,1
4699,0
4700,0
4701,0
4702,1
4703,1
4704,0
4705,0
4706,0
4707,1
4708,1
4709,1
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0
4719,0
4720,1
4721,0
4722,1
4723,1
4724,0
4725,1
4726,1
4727,1
4728,0
4729,1
4730,1
4731,1
4732,0
4733,0
4734,0
4735,1
4736,0
4737,0
4738,1
4739,1
4740,0
4741,0
4742,0
4743,1
4744,0
4745,1
4746,1
4747,1
4748,1
4749,0
4750,0
4751,1
4752,1
4753,1
4754,0
4755,0
4756,0
4757,1
4758,1
4759,1
4760,1
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,0
4768,0
4769,1
4770,1
4771,0
4772,1
4773,1
4774,1
4775,0
4776,1
4777,1
4778,0
4779,0
4780,0
4781,0
4782,0
4783,1
4784,1
4785,1
4786,1
4787,0
4788,0
4789,0
4790,1
4791,1
4792,1
4793,1
4794,1
4795,1
4796,0
4797,1
4798,1
4799,1
4800,0
4801,0
4802,1
4803,1
4804,1
4805,1
4806,1
4807,0
4808,0
4809,0
4810,1
4811,1
4812,1
4813,0
4814,0
4815,0
4816,1
4817,0
4818,0
4819,1
4820,0
4821,1
4822,0
4823,1
4824,0
4825,0
4826,1
4827,0
4828,1
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,1
4836,1
4837,1
4838,0
4839,0
4840,1
4841,0
4842,1
4843,0
4844,1
4845,0
4846,0
4847,1
4848,0
4849,1
4850,1
4851,0
4852,0
4853,0
4854,0
4855,1
4856,0
4857,1
4858,0
4859,1
4860,1
4861,0
4862,0
4863,1
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,1
4871,0
4872,1
4873,1
4874,1
4875,0
4876,0
4877,1
4878,1
4879,0
4880,1
4881,1
4882,0
4883,1
4884,0
4885,1
4886,1
4887,0
4888,1
4889,1
4890,0
4891,1
4892,0
4893,1
4894,1
4895,0
4896,1
4897,1
4898,0
4899,1
4900,1
4901,1
4902,0
4903,0
4904,1
4905,0
4906,1
4907,1
4908,0
4909,0
4910,1
4911,0
4912,1
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,1
4920,1
4921,1
4922,0
4923,1
4924,0
4925,0
4926,1
4927,0
4928,0
4929,0
4930,1
4931,1
4932,1
4933,0
4934,0
4935,1
4936,0
4937,0
4938,0
4939,0
4940,1
4941,1
4942,0
4943,0
4944,0
4945,0
4946,1
4947,1
4948,1
4949,1
4950,0
4951,1
4952,0
4953,1
4954,0
4955,0
4956,0
4957,1
4958,0
4959,1
4960,1
4961,1
4962,1
4963,0
4964,1
4965,1
4966,1
4967,0
4968,0
4969,1
4970,0
4971,0
4972,0
4973,1
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0
4981,0
4982,1
4983,1
4984,0
4985,1
4986,0
4987,1
4988,0
4989,0
4990,0
4991,0
4992,0
4993,1
4994,0
4995,1
4996,0
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,1
5005,1
5006,1
5007,0
5008,0
5009,1
5010,1
5011,1
5012,0
5013,1
5014,0
5015,0
5016,1
5017,0
5018,1
5019,0
5020,0
5021,1
5022,1
5023,0
5024,1
5025,0
5026,1
5027,0
5028,1
5029,0
5030,0
5031,1
5032,0
5033,1
5034,0
5035,1
5036,0
5037,0
5038,1
5039,0
5040,1
5041,1
5042,0
5043,1
5044,0
5045,0
5046,0
5047,1
5048,0
5049,1
5050,1
5051,1
5052,1
5053,0
5054,0
5055,0
5056,0
5057,0
5058,1
5059,1
5060,1
5061,0
5062,1
5063,1
5064,1
5065,0
5066,1
5067,0
5068,1
5069,1
5070,0
5071,1
5072,0
5073,0
5074,1
5075,1
5076,1
5077,0
5078,1
5079,1
5080,1
5081,0
5082,1
5083,1
5084,1
5085,0
5086,0
5087,0
5088,0
5089,0
5090,1
5091,1
5092,0
5093,0
5094,1
5095,0
5096,1
5097,1
5098,1
5099,1
5100,1
5101,1
5102,0
5103,1
5104,1
5105,1
5106,1
5107,0
5108,0
5109,0
5110,1
5111,0
5112,0
5113,1
5114,1
5115,0
5116,0
5117,1
5118,1
5119,1
5120,1
5121,0
5122,0
5123,0
5124,1
5125,1
5126,0
5127,1
5128,1
5129,0
5130,0
5131,1
5132,1
5133,1
5134,0
5135,0
5136,0
5137,0
5138,1
5139,0
5140,1
5141,0
5142,0
5143,0
5144,1
5145,0
5146,0
5147,1
5148,1
5149,0
5150,0
5151,1
5152,1
5153,0
5154,1
5155,0
5156,1
5157,0
5158,0
5159,1
5160,1
5161,1
5162,1
5163,1
5164,0
5165,1
5166,1
5167,0
5168,0
5169,0
5170,1
5171,0
5172,1
5173,0
5174,1
5175,0
5176,1
5177,0
5178,1
5179,0
5180,1
5181,1
5182,1
5183,0
5184,0
5185,1
5186,1
5187,1
5188,0
5189,0
5190,0
5191,1
5192,1
5193,0
5194,1
5195,1
5196,0
5197,0
5198,0
5199,1
5200,0
5201,0
5202,1
5203,0
5204,1
5205,0
5206,1
5207,1
5208,1
5209,0
5210,1
5211,0
5212,0
5213,1
5214,1
5215,0
5216,0
5217,0
5218,1
5219,1
5220,0
5221,1
5222,0
5223,0
5224,1
5225,0
5226,0
5227,1
5228,0
5229,0
5230,1
5231,0
5232,1
5233,1
5234,1
5235,1
5236,1
5237,0
5238,0
5239,0
5240,1
5241,1
5242,1
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,1
5250,1
5251,0
5252,1
5253,1
5254,0
5255,1
5256,0
5257,0
5258,0
5259,1
5260,0
5261,0
5262,1
5263,0
5264,1
5265,1
5266,0
5267,0
5268,0
5269,0
5270,0
5271,1
5272,1
5273,0
5274,1
5275,1
5276,1
5277,1
5278,0
5279,0
5280,0
5281,0
5282,0
5283,1
5284,1
5285,1
5286,0
5287,1
5288,0
5289,1
5290,0
5291,1
5292,1
5293,1
5294,1
5295,0
5296,0
5297,0
5298,1
5299,0
5300,0
5301,1
5302,0
5303,1
5304,0
5305,0
5306,1
5307,0
5308,0
5309,1
5310,1
5311,1
5312,1
5313,1
5314,0
5315,1
5316,0
5317,0
5318,1
5319,0
5320,0
5321,1
5322,0
5323,1
5324,0
5325,1
5326,1
5327,0
5328,1
5329,1
5330,1
5331,0
5332,1
5333,0
5334,1
5335,1
5336,0
5337,1
5338,0
5339,1
5340,0
5341,1
5342,0
5343,0
5344,0
5345,1
5346,0
5347,1
5348,0
5349,0
5350,0
5351,0
5352,1
5353,1
5354,0
5355,1
5356,0
5357,1
5358,0
5359,0
5360,0
5361,0
5362,1
5363,0
5364,1
5365,0
5366,1
5367,0
5368,1
5369,1
5370,0
5371,1
5372,1
5373,1
5374,0
5375,1
5376,0
5377,1
5378,1
5379,1
5380,0
5381,0
5382,1
5383,0
5384,1
5385,0
5386,0
5387,0
5388,0
5389,0
5390,0
5391,0
5392,0
5393,0
5394,1
5395,0
5396,0
5397,1
5398,0
5399,0
5400,0
5401,1
5402,0
5403,1
5404,0
5405,0
5406,0
5407,1
5408,0
5409,0
5410,0
5411,1
5412,1
5413,0
5414,0
5415,1
5416,1
5417,1
5418,1
5419,1
5420,1
5421,1
5422,1
5423,1
5424,1
5425,0
5426,1
5427,0
5428,1
5429,1
5430,0
5431,0
5432,0
5433,1
5434,1
5435,1
5436,1
5437,0
5438,0
5439,0
5440,0
5441,1
5442,1
5443,1
5444,1
5445,0
5446,1
5447,1
5448,0
5449,0
5450,1
5451,1
5452,0
5453,1
5454,1
5455,0
5456,1
5457,1
5458,0
5459,1
5460,1
5461,0
5462,1
5463,1
5464,0
5465,1
5466,1
5467,0
5468,1
5469,1
5470,0
5471,1
5472,0
5473,0
5474,0
5475,1
5476,1
5477,0
5478,0
5479,0
5480,1
5481,1
5482,0
5483,1
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,1
5492,0
5493,1
5494,1
5495,0
5496,1
5497,0
5498,1
5499,0
5500,1
5501,1
5502,1
5503,1
5504,1
5505,0
5506,1
5507,0
5508,0
5509,0
5510,0
5511,1
5512,0
5513,0
5514,1
5515,0
5516,0
5517,1
5518,1
5519,0
5520,0
5521,0
5522,0
5523,1
5524,1
5525,1
5526,0
5527,1
5528,0
5529,1
5530,0
5531,1
5532,0
5533,1
5534,0
5535,0
5536,0
5537,1
5538,0
5539,0
5540,1
5541,0
5542,0
5543,1
5544,0
5545,0
5546,0
5547,1
5548,1
5549,1
5550,0
5551,0
5552,0
5553,1
5554,1
5555,1
5556,1
5557,0
5558,0
5559,1
5560,1
5561,0
5562,1
5563,1
5564,1
5565,0
5566,0
5567,1
5568,0
5569,0
5570,0
5571,1
5572,1
5573,1
5574,1
5575,0
5576,1
5577,0
5578,1
5579,0
5580,1
5581,0
5582,0
5583,1
5584,0
5585,1
5586,0
5587,0
5588,0
5589,1
5590,0
5591,0
5592,0
5593,1
5594,1
5595,1
5596,0
5597,1
5598,1
5599,1
5600,1
5601,1
5602,1
5603,1
5604,0
5605,0
5606,1
5607,0
5608,0
5609,1
5610,0
5611,1
5612,1
5613,1
5614,0
5615,0
5616,0
5617,0
5618,1
5619,1
5620,1
5621,0
5622,0
5623,0
5624,1
5625,1
5626,1
5627,0
5628,0
5629,0
5630,0
5631,0
5632,0
5633,1
5634,1
5635,1
5636,1
5637,0
5638,1
5639,0
5640,1
5641,0
5642,0
5643,0
5644,0
5645,1
5646,0
5647,0
5648,1
5649,0
5650,0
5651,1
5652,1
5653,0
5654,0
5655,0
5656,0
5657,0
5658,1
5659,0
5660,0
5661,1
5662,0
5663,1
5664,0
5665,0
5666,1
5667,1
5668,0
5669,1
5670,1
5671,0
5672,1
5673,0
5674,0
5675,0
5676,1
5677,1
5678,1
5679,1
5680,0
5681,1
5682,1
5683,1
5684,1
5685,1
5686,1
5687,0
5688,0
5689,0
5690,0
5691,1
5692,1
5693,0
5694,1
5695,1
5696,0
5697,1
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,1
5705,0
5706,0
5707,1
5708,1
5709,1
5710,0
5711,1
5712,1
5713,0
5714,1
5715,1
5716,1
5717,1
5718,0
5719,0
5720,0
5721,0
5722,1
5723,0
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,0
5731,1
5732,0
5733,1
5734,0
5735,1
5736,0
5737,0
5738,0
5739,0
5740,1
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,1
5748,0
5749,1
5750,1
5751,0
5752,1
5753,1
5754,0
5755,0
5756,0
5757,1
5758,0
5759,0
5760,1
5761,1
5762,1
5763,1
5764,1
5765,1
5766,1
5767,0
5768,0
5769,1
5770,1
5771,0
5772,0
5773,1
5774,0
5775,1
5776,1
5777,1
5778,0
5779,0
5780,0
5781,1
5782,0
5783,0
5784,0
5785,0
5786,1
5787,0
5788,0
5789,1
5790,0
5791,1
5792,1
5793,0
5794,1
